"Shipping Address: 123 BARRINGTON ROAD POOLER, GA 31322",,Phone Number: (912)707-2338,
,,,
Email:  KEMETSOLUTIONS111@GMAIL.COM,,Prequalification Expiration Date:Mar-31-2026,
,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2BE240, PB BORING COMPANY,PHILLIP BELL,Registered
"Shipping Address: 2699 COUNTY RD. 76 MUSCADINE, AL 36269",,Phone Number: (770)853-7543,
"Mailing Address: 2699 COUNTY RD. 76 MUSCADINE, AL 36269",,,
,,Fax Number: (256)579-5105 ,
,,,
,,,
Email:  PBBORRING@GMAIL.COM,,Prequalification Expiration Date:Nov-30-2023,
,,,
Work Class:615  -  JACKING OR BORING PIPE,,,
,,,
2QU295," QUANTUM-MAC INTERNATIONAL, INC",IMO OKWU,Registered
"Shipping Address: P. O. BOX 92600 ATLANTA, GA 30314",,Phone Number: (404)990-0030,
"Mailing Address: P. O. BOX 92600 ATLANTA, GA 30314",,,
,,Fax Number: (770)819-6934 ,
,,,
,,,
Email:  IMOOKWU@BELLSOUTH.NET,,Prequalification Expiration Date:Dec-31-2026,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:439  -  PCC PAVEMENT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:500c  -  METAL DECKING,,,
Work Class:501  -  STEEL STRUCTURES,,,
Work Class:511  -  REINFORCEMENT STEEL,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
Work Class:670  -  WATER DISTRIBUTION,,,
Work Class:797  -  BUILDINGS,,,
,,,
2RU270," RUBY-COLLINS, INC.",SCOTT N. CLINE,Prequalified
"Shipping Address: 4875 MARTIN COURT SMYRNA, GA 30082",,Phone Number: (770)432-2900,
"Mailing Address: 4875 MARTIN COURT SMYRNA, GA 30082",,,
,,Fax Number: (770)432-8238 ,
,,,
,,,
Email:  scline@ruby-collins.com,,Prequalification Expiration Date:Jul-31-2025,
,,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:670  -  WATER DISTRIBUTION,,,
,,,
2ER180," THE EROSION COMPANY, LLC",WILSON BORDEN,Prequalified
"Shipping Address: 3207 South Cherokee Lane Woodstock, GA 30188",,Phone Number: (678)990-0207,
,,,
Email:  gwalker@tecompanies.com,,Prequalification Expiration Date:Dec-31-2025,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
,,,
2AR058, TRINITY TRUCKING,GAYLE ARCHER,Registered
"Shipping Address: 115 J.C. LANE TWIN CITY, GA 30471",,Phone Number: (478)455-0094,
,,,
Email:  BGARCHER22@GMAIL.COM,,Prequalification Expiration Date:Feb-28-2024,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000013529,"1 STOP LIGHTING, INC.",VERONICA C. GEORGE,Registered
,,,
Email:  VERONICA@1STOPLIGHTINGINC.COM,,Prequalification Expiration Date:Jan-31-2021,
,,,
Work Class:524  -  DRILLED CAISSON FOUNDATIONS,,,
Work Class:615  -  JACKING OR BORING PIPE,,,
Work Class:636  -  HIGHWAY SIGNS,,,
Work Class:647  -  TRAFFIC SIGNAL INSTALLATION,,,
Work Class:680  -  LIGHTING STANDARDS AND LUMINAIRES,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
Work Class:940  -  ATMS,,,
,,,
00000000018443,10X LOGISTICS LLC,ALBERT DUCREAY,Registered
"Shipping Address: 3015 RN MARTIN ST EAST POINT, GA 30344",,Phone Number: (770)866-6196,
,,,
Email:  10XLOGISTICS.GA@GMAIL.COM,,Prequalification Expiration Date:Jun-30-2025,
,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:432a  -  HAULING MILLINGS,,,
,,,
00000000018801,1201 CONSTRUCTION LLC,BRITTNEY BRIDGES,Registered
"Shipping Address: 408 HOBO LANE WOODSTOCK, GA 30189",,Phone Number: (985)231-9103,
,,,
Email:  1201CONSTRUCTION@GMAIL.COM,,Prequalification Expiration Date:Mar-31-2026,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018028,190 CONSTRUCTION LLC,MIGUEL GIL MORALES,Registered
"Shipping Address: 2470 DAYBREAK DR ROCKWALL, TX 75032",,Phone Number: (972)302-1910,
,,,
Email:  190CONSTRUCTION@GMAIL.COM,,Prequalification Expiration Date:Aug-31-2024,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000018800,191 CONSTRUCTION LLC,MAYKELL JESUS PARRA DUQUE,Registered
"Shipping Address: 26454 MORGAN CREEK LN KATY, TX 77494",,Phone Number: (770)600-5426,
,,,
Email:  191CONSTRUCTION@GMAIL.COM,,Prequalification Expiration Date:Apr-30-2026,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000015235,"2 RIVERS TRUCKING, LLC",JASON RIVERS,Registered
,,,
Email:  jason.rivers@2riverstrucking.com,,Prequalification Expiration Date:Apr-30-2020,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000015504,"211 CONTRACTORS COMPANY, LLC",FRANCIS ACOSTA,Registered
,,,
Email:  CONSTRUCTION_211@YAHOO.COM,,Prequalification Expiration Date:Mar-31-2020,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
,,,
00000000014602,"3 KINGS CONSTRUCTION RESIDENTIAL, LLC.",TONY HARRIS,Registered
"Shipping Address: 13800 COPPERMINE ROAD, #185 HERNDON, VA 20171",,Phone Number: (703)214-5194,
,,,
Email:  kay@3kingsdev.com,,Prequalification Expiration Date:Nov-30-2023,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:208  -  EMBANKMENTS,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
00000000018572,"3-D MANAGMENT AND SECURITY, LLC",TORRANCE ASHMON,Registered
"Shipping Address: 1040 BONNEVENTURE WAY LAWRENCEVILLE, GA 30044",,Phone Number: (770)634-4121,
,,,
Email:  3DMAS@COMCAST.NET,,Prequalification Expiration Date:Dec-31-2026,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000012942,"360 SPECIALTIES, LLC",Andrea Barnett,Registered
"Shipping Address: 3450 BUFFINGTON CENTER ATLANTA, GA 30349",,Phone Number: (470)223-4123,
,,,
Email:  angie@360specialties.com,,Prequalification Expiration Date:Jul-31-2025,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:797  -  BUILDINGS,,,
,,,
00000000012979,"360 TXC, LLC",DANA LESTER,Registered
"Shipping Address: 901 S. MOPAC #300 AUSTIN, TX 78701",,Phone Number: (512)574-0623,
"Mailing Address: 901 S. MOPAC #300 AUSTIN, TX 78701",,,
,,Fax Number: (577)710-7474 ,
,,,
,,,
Email:  360txc@gmail.com,,Prequalification Expiration Date:Jun-30-2017,
,,,
Work Class:797  -  BUILDINGS,,,
,,,
00000000018953,3G TRANSPORT LLC,OSCAR GIRALDO,Registered
"Shipping Address: 869 BENNETT RD POWDER SPRINGS, GA 30127",,Phone Number: (470)927-0111,
,,,
Email:  3GTRANSPORTLLC.GEORGIA@GMAIL.COM,,Prequalification Expiration Date:May-31-2026,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2TH790,3M COMPANY,JOHN HOULE,Prequalified
"Shipping Address: 3M CENTER BLDG. 225-4N-14 ST. PAUL, MN 55144",,Phone Number: (651)736-7616,
"Mailing Address: 3M CENTER BLDG. 225-4N-14 ST. PAUL, MN 55144",,,
,,Fax Number: (651)736-3039 ,
,,,
,,,
Email:  DENYBURG@MMM.COM,,Prequalification Expiration Date:Jun-30-2017,
,,,
Work Class:636  -  HIGHWAY SIGNS,,,
Work Class:652  -  PAINTING TRAFFIC STRIPE,,,
Work Class:653  -  THERMOPLASTIC TRAFFIC STRIPE,,,
Work Class:657  -  PERFORMED PLASTIC MARKING,,,
,,,
00000000016603,"404 CONCRETE, LLC",NORMAN KENNEBREW,Registered
"Shipping Address: 2547 LITHONIA WEST DRIVE LITHONIA, GA 30058",,Phone Number: (404)873-3626,
,,,
Email:  ron@404concrete.com,,Prequalification Expiration Date:Dec-31-2021,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000014232,"7EAVEN GLOBAL CONSTRUCTION, LLC",BRADRIC DAVIS,Registered
"Shipping Address: 1659 HWY 20W, #340 MCDONOUGH, GA 30253",,Phone Number: (404)963-3719,
"Mailing Address: 1659 HWY 20W, #340 MCDONOUGH, GA 30253",,,
,,Fax Number: (770)957-7285 ,
,,,
,,,
Email:  7global.bd@gmail.com,,Prequalification Expiration Date:Jun-30-2021,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000018276,9 YARDS INFRASTRUCTURE LLC,RAJESHKUMAR PATEL,Prequalified
"Shipping Address: 3465 OLIVIA RIDGE CT SUWANEE, GA 30024",,Phone Number: (770)231-6857,
,,,
Email:  RPATEL@9YARDSINFRA.COM,,Prequalification Expiration Date:Sep-30-2026,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
,,,
2AB015,"A & B TRUCKING, INC.",BEVERLY JOHNSON,Registered
"Shipping Address: 2629 CREST VALLEY DR CONYERS, GA 30094",,Phone Number: (404)702-8337,
"Mailing Address: 2629 CREST VALLEY DR CONYERS, GA 30094",,,
,,Fax Number: (770)761-7889 ,
,,,
,,,
Email:  BJOHNSON2629@gmail.com,,Prequalification Expiration Date:Oct-31-2016,
,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000016617,"A & C DEVELOPMENT, INC.",CHRIS SEARS,Prequalified
,,,
Email:  CHRIS@ACDEVELOPMENTINC.COM,,Prequalification Expiration Date:Jul-31-2021,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:700  -  GRASSING,,,
"Work Class:702  -  VINE, SHRUB, AND TREE PLANTING",,,
Work Class:797  -  BUILDINGS,,,
,,,
00000000014074,"A & M LANDSCAPE MANAGEMENT, LLC",JAMES MCELROY,Registered
,,,
Email:  AMLANDSCAPINGGA@GMAIL.COM,,Prequalification Expiration Date:Jan-31-2018,
,,,
,,,
00000000014236,"A & R IRONWORKS, LLC",JOHN C. CHESNUTT,Registered
"Shipping Address: 552 DECATUR STREET, SE ATLANTA, GA 30312",,Phone Number: (404)522-0097,
"Mailing Address: 552 DECATUR STREET, SE ATLANTA, GA 30312",,,
,,Fax Number: (404)522-1110 ,
,,,
,,,
Email:  ANEYSHAZ@ARIRONWORKS.COM,,Prequalification Expiration Date:Dec-31-2022,
,,,
"Work Class:643  -  FENCE (CHAIN LK, WOVEN OR BARBED WIRE)",,,
,,,
2AS010,"A & S PAVING, INC.",LISA WOOTEN,Prequalified
"Shipping Address: P.O. BOX 633 LITHONIA, GA 30058",,Phone Number: (770)482-1597,
"Mailing Address: P.O. BOX 633 LITHONIA, GA 30058",,,
,,Fax Number: (770)482-4422 ,
,,,
,,,
Email:  INFO@ASPAVING.COM,,Prequalification Expiration Date:Aug-31-2025,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:400  -  HOT MIX ASPHALTIC CONCRETE CONSTRUCTION,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
00000000016075,"A ABBY GROUP, INC.",MICHAEL LEEDY,Registered
"Shipping Address: 154 ROCKWOOD ROAD TYRONE, GA 30290",,Phone Number: (770)632-7288,
"Mailing Address: 154 ROCKWOOD ROAD TYRONE, GA 30290",,,
,,Fax Number: (678)364-6647 ,
,,,
,,,
Email:  ROBBIEHAMMETT@AABBYGROUP.COM,,Prequalification Expiration Date:Sep-30-2025,
,,,
Work Class:205b  -  BLASTING,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:700  -  GRASSING,,,
,,,
2AG060,"A GEORGIA CUTTER, INC.","LEON J. MATTERN, III",Prequalified
"Shipping Address: P.O. BOX 155 COMER, GA 30629",,Phone Number: (706)338-0088,
,,,
Email:  GACUTTER@WINDSTREAM.NET,,Prequalification Expiration Date:Jan-31-2025,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
,,,
2AG062,"A GOOD ENTERPRISE, LLC",DEVON POWELL,Registered
"Shipping Address: P. O. BOX 58 LITHONIA, GA 30058",,Phone Number: (770)630-4219,
,,,
Email:  AGOODMUSIC@AOL.COM,,Prequalification Expiration Date:Jun-30-2026,
,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
2AL008,"A L GRADING CONTRACTORS, INC.","ANTHONY L. WOOD, JR.",Prequalified
"Shipping Address: 110 PEACHTREE INDUSTRIAL BLVD. SUGAR HILL, GA 30518",,Phone Number: (770)945-5059,
"Mailing Address: 110 PEACHTREE INDUSTRIAL BLVD. SUGAR HILL, GA 30518",,,
,,Fax Number: (770)945-9378 ,
,,,
,,,
Email:  RLEESON@ALGC.NET,,Prequalification Expiration Date:Apr-30-2020,
,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:208  -  EMBANKMENTS,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
Work Class:670  -  WATER DISTRIBUTION,,,
,,,
00000000017835,"A M Grading & Hauling, Inc.",Adnan Mohamed,Registered
"Shipping Address: 1589 Rogers Lake Rd. Lithonia, GA 30058",,Phone Number: (404)484-8101,
"Mailing Address: 1589 Rogers Lake Rd. Lithonia, GA 30058",,,
,,Fax Number: (404)393-3634 ,
,,,
,,,
Email:  info@amgrading.com,,Prequalification Expiration Date:Feb-28-2024,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000016562,"A WHITE - MEADOWS COMPANY, INC.",JOSHUA K. MEADOWS,Registered
,,,
Email:  WMTREES@HOTMAIL.COM,,Prequalification Expiration Date:Sep-30-2021,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
,,,
00000000014419,"A-1 CONTRACTING, LLC",JASON MOODY,Prequalified
,,,
Email:  JASON.A1LANDSCAPE@GMAIL.COM,,Prequalification Expiration Date:Oct-31-2018,
,,,
,,,
00000000015028,"A-K HUMAN RESOURCES & SUPPLIES, INC.",A.K. HASAN,Registered
"Shipping Address: 2438 WINSTON WAY AUGUSTA, GA 30906",,Phone Number: (706)726-7592,
,,,
Email:  akhumanresources@outlook.com,,Prequalification Expiration Date:Oct-31-2019,
,,,
Work Class:664  -  ELECTRICAL DISTRIBUTION,,,
Work Class:797  -  BUILDINGS,,,
,,,
2BL457,A. C. BLOUNT CONCRETE SERVICE INC.,ANTHONY BLOUNT,Registered
"Shipping Address: P. O. BOX 1523 MOULTRIE, GA 31776",,Phone Number: (229)668-7872,
"Mailing Address: P. O. BOX 1523 MOULTRIE, GA 31776",,,
,,Fax Number: (229)668-7874 ,
,,,
,,,
Email:  anthony@acblountconcrete.com,,Prequalification Expiration Date:Jan-31-2026,
,,,
Work Class:149  -  CONSTRUCTION LAYOUT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
Work Class:700  -  GRASSING,,,
,,,
2WI090,"A. D. WILLIAMS CONSTRUCTION CO., INC.","JIMMY L. WILLIAMS, SR.",Registered
"Shipping Address: 4126 Ogeechee Road SAVANNAH, GA 31405",,Phone Number: (912)236-6077,
"Mailing Address: 4126 Ogeechee Road SAVANNAH, GA 31405",,,
,,Fax Number: (912)236-7052 ,
,,,
,,,
Email:  ADWJOANN@BELLSOUTH.NET,,Prequalification Expiration Date:Jun-30-2021,
,,,
Work Class:163  -  MISCELLANEOUS EROSION CONTROL ITEMS,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400  -  HOT MIX ASPHALTIC CONCRETE CONSTRUCTION,,,
Work Class:432a  -  HAULING MILLINGS,,,
,,,
2PE270,"A. G. PELTZ GROUP, LLC",MICHAEL DANIEL CHAPMAN,Prequalified
"Shipping Address: P. O. BOX 102065 IRONDALE, AL 35210",,Phone Number: (205)849-1569,
"Mailing Address: P. O. BOX 102065 IRONDALE, AL 35210",,,
,,Fax Number: (205)841-3102 ,
,,,
,,,
Email:  MCHAPMAN@ABRAMSONLLC.COM,,Prequalification Expiration Date:Apr-30-2026,
,,,
Work Class:301  -  SOIL-CEMENT CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:424  -  SURFACE TREATMENT,,,
Work Class:439  -  PCC PAVEMENT,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:461  -  SEALING ROADWAY & BRIDGE JOINTS & CRACKS,,,
,,,
00000000016928,"A. WEST ENTERPRISE, LLC",EDWARD WORTH WEST,Prequalified
"Shipping Address: 705 CANAL STREET ALBANY, GA 31721",,Phone Number: (229)888-8347,
"Mailing Address: 705 CANAL STREET ALBANY, GA 31721",,,
,,Fax Number: (229)888-9835 ,
,,,
,,,
Email:  LANDON@AWESTENTERPRISE.COM,,Prequalification Expiration Date:Aug-31-2024,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:615  -  JACKING OR BORING PIPE,,,
Work Class:647  -  TRAFFIC SIGNAL INSTALLATION,,,
Work Class:664  -  ELECTRICAL DISTRIBUTION,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
Work Class:680  -  LIGHTING STANDARDS AND LUMINAIRES,,,
Work Class:935  -  FIBER OPTIC SYSTEM,,,
,,,
00000000017064,"A.J. INVERT BUILDERS, LLC",Martha Lorenzo,Registered
"Shipping Address: 93 Lakeview Dr-B Canton, GA 30114",,Phone Number: (770)655-9948,
,,,
Email:  aj.invertbuilders@gmail.com,,Prequalification Expiration Date:Sep-30-2022,
,,,
Work Class:660  -  SANITARY SEWERS,,,
Work Class:668  -  MISC DRAINAGE STRUCTURES,,,
,,,
2AM010,"A.M. CONSTRUCTION, LLC DBA  AMCON INDUSTRIAL",JOHN A. PHILLIPS,Prequalified
"Shipping Address: 473 HWY. 29 SOUTH NEWNAN, GA 30263",,Phone Number: (770)251-4710,
"Mailing Address: 473 HWY. 29 SOUTH NEWNAN, GA 30263",,,
,,Fax Number: (770)251-4549 ,
,,,
,,,
Email:  DIANA@AMCONINDUSTRIAL.COM,,Prequalification Expiration Date:Aug-31-2020,
,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
Work Class:500  -  CONCRETE STRUCTURES,,,
Work Class:500a  -  RETAINING WALLS,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
Work Class:624  -  SOUND BARRIERS,,,
Work Class:626  -  MECH STABILIZED EMB RETAINING WALLS,,,
,,,
2AM925,"A.M.S.I.(AMERICAN MATERIAL SVCS, INC.)",E. JEROME AGNEW,Registered
"Shipping Address: 595 INDUSTRIAL WAY EAST MACON, GA 31217",,Phone Number: (478)314-5995,
"Mailing Address: 595 INDUSTRIAL WAY EAST MACON, GA 31217",,,
,,Fax Number: (478)314-5999 ,
,,,
,,,
Email:  SUSAN@AMERICANMATERIAL.US,,Prequalification Expiration Date:Aug-31-2025,
AMERICANMATERIAL@EARTHLINK.NET,,,
,,,
Work Class:400b  -  HAULING LIQUID AC,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000016088,"A.O.T., INC",TOMIKA CULPEPPER-RANSAW,Registered
"Shipping Address: 3375 CENTERVILLE HWY #392593 LOGANVILLE, GA 30052",,Phone Number: (313)477-0470,
,,,
Email:  aotinc@yahoo.com,,Prequalification Expiration Date:Jun-30-2025,
,,,
Work Class:205a  -  HAULING SOIL WITHIN THE PROJECT,,,
Work Class:206a  -  HAULING SOIL TO THE PROJECT,,,
Work Class:310a  -  HAULING GAB,,,
Work Class:400a  -  HAULING ASPHALTIC CONCRETE MIX,,,
Work Class:432a  -  HAULING MILLINGS,,,
"Work Class:603a  -  HAULING RIP RAP TO PROJECT, ALL SIZES",,,
Work Class:800a  -  HAULING AGGREGATE,,,
,,,
00000000015881,"A1 CONTRACTING, LLC",JASON MOODY,Prequalified
,,,
Email:  JASON.A1CONTRACTING@GMAIL.COM,,Prequalification Expiration Date:Nov-30-2022,
,,,
Work Class:201  -  CLEARING AND GRUBBING RIGHT OF WAY,,,
Work Class:205  -  ROADWAY EXCAVATION,,,
Work Class:209  -  SUBGRADE CONSTRUCTION,,,
Work Class:310  -  GRADED AGGREGATE CONSTRUCTION,,,
Work Class:441  -  MISCELLANEOUS CONCRETE,,,
Work Class:452  -  FULL DEPTH SLAB REPLACEMENT,,,
"Work Class:550  -  STRM DR PIPE, PIPE-ARCH CLVT, SD DR PIPE",,,
